code,name,industry,market_type
037200,景碩國票5B購01,nan,Listed
037201,達興國票54購02,nan,Listed
037202,凌華國票54購01,nan,Listed
037203,力成國票5A購01,nan,Listed
037204,迅得國票54購03,nan,Listed
037205,力積電國票53購01,nan,Listed
037206,力積電國票53購02,nan,Listed
037207,力積電國票54購01,nan,Listed
037208,力積電國票55購01,nan,Listed
037209,T50正2群益53購08,nan,Listed
03720U,臺股指群益53售11,nan,Listed
037210,華城群益53購05,nan,Listed
037211,為升群益53購02,nan,Listed
037212,台達電群益53購08,nan,Listed
037213,台達電群益53購09,nan,Listed
037214,台達電群益53購10,nan,Listed
037215,國巨群益54購03,nan,Listed
037216,華邦電群益53購09,nan,Listed
037217,華碩群益53購02,nan,Listed
037218,南亞科群益53購08,nan,Listed
037219,友達群益56購01,nan,Listed
03721U,臺股指群益5B售02,nan,Listed
037220,晶技群益55購01,nan,Listed
037221,辛耘群益56購01,nan,Listed
037222,貿聯群益57購02,nan,Listed
037223,神達群益53購10,nan,Listed
037224,達麗群益54購01,nan,Listed
037225,愛普群益56購01,nan,Listed
037226,力積電群益53購02,nan,Listed
037227,臺股指群益53購12,nan,Listed
037228,臺股指群益53購13,nan,Listed
037229,臺股指群益53購14,nan,Listed
03722U,臺股指中信54售02,nan,Listed
037230,臺股指群益53購15,nan,Listed
037231,臺股指群益53購16,nan,Listed
037232,臺股指群益53購17,nan,Listed
037233,臺股指群益5B購03,nan,Listed
037234,電子類群益53購01,nan,Listed
037235,華邦電國泰54購06,nan,Listed
037236,華邦電國泰54購07,nan,Listed
037237,毅嘉國泰54購01,nan,Listed
037238,晶豪科國泰54購01,nan,Listed
037239,力成國泰54購02,nan,Listed
037240,至上國泰54購01,nan,Listed
037241,聯鈞第一55購01,nan,Listed
037242,國巨中信59購02,nan,Listed
037243,華邦電中信55購01,nan,Listed
037244,創見中信53購01,nan,Listed
037245,嘉澤中信54購01,nan,Listed
037246,力積電中信53購02,nan,Listed
037247,國巨統一5B購03,nan,Listed
037248,華泰統一5C購02,nan,Listed
037249,金像電統一5A購01,nan,Listed
037250,毅嘉統一58購01,nan,Listed
037251,牧德統一5C購01,nan,Listed
037252,jpp統一5C購01,nan,Listed
037253,力成統一56購01,nan,Listed
037254,力積電統一5C購01,nan,Listed
037255,華城凱基53購05,nan,Listed
037256,南港凱基54購01,nan,Listed
037257,光寶科凱基56購01,nan,Listed
037258,光寶科凱基57購02,nan,Listed
037259,台達電凱基54購07,nan,Listed
037260,國巨凱基53購05,nan,Listed
037261,廣宇凱基56購02,nan,Listed
037262,華泰凱基53購01,nan,Listed
037263,智邦凱基53購05,nan,Listed
037264,海悅凱基53購01,nan,Listed
037265,順德凱基54購02,nan,Listed
037266,華碩凱基53購02,nan,Listed
037267,毅嘉凱基53購03,nan,Listed
037268,友達凱基56購01,nan,Listed
037269,漢翔凱基53購10,nan,Listed
03726U,臺股指富邦53售07,nan,Listed
037270,晶豪科凱基53購03,nan,Listed
037271,晶豪科凱基53購04,nan,Listed
037272,亞光凱基53購08,nan,Listed
037273,景碩凱基53購04,nan,Listed
037274,立積凱基53購03,nan,Listed
037275,達興凱基53購08,nan,Listed
037276,凌華凱基53購01,nan,Listed
037277,力成凱基54購02,nan,Listed
037278,同欣電凱基55購01,nan,Listed
037279,富世達凱基53購04,nan,Listed
03727U,臺股指富邦56售06,nan,Listed
037280,昇陽半凱基57購01,nan,Listed
037281,臺股指凱基59購09,nan,Listed
037282,台灣50元大58購01,nan,Listed
037283,T50正2元大56購02,nan,Listed
037284,SGBR2X元大54購01,nan,Listed
037285,SGBR2X元大55購01,nan,Listed
037286,南亞元大54購11,nan,Listed
037287,中砂元大54購08,nan,Listed
037288,光寶科元大54購12,nan,Listed
037289,鴻海元大54購48,nan,Listed
037290,華泰元大54購03,nan,Listed
037291,台積電元大54購33,nan,Listed
037292,華邦電元大54購07,nan,Listed
037293,華邦電元大54購08,nan,Listed
037294,智邦元大54購16,nan,Listed
037295,金像電元大54購14,nan,Listed
037296,台光電元大54購23,nan,Listed
037297,毅嘉元大54購07,nan,Listed
037298,聯發科元大54購15,nan,Listed
037299,漢翔元大54購16,nan,Listed
037300,晶豪科元大54購04,nan,Listed
037301,奇鋐元大54購23,nan,Listed
037302,奇鋐元大54購24,nan,Listed
037303,創意元大54購14,nan,Listed
037304,創意元大54購15,nan,Listed
037305,聯鈞元大54購04,nan,Listed
037306,群創元大54購10,nan,Listed
037307,牧德元大54購03,nan,Listed
037308,貿聯元大54購23,nan,Listed
037309,日月光元大54購01,nan,Listed
037310,南寶元大54購05,nan,Listed
037311,臻鼎元大54購16,nan,Listed
037312,亞翔元大54購12,nan,Listed
037313,瑞儀元大54購01,nan,Listed
037314,達麗元大54購01,nan,Listed
037315,力成元大54購03,nan,Listed
037316,鈺邦元大54購03,nan,Listed
037317,鈺邦元大54購04,nan,Listed
037318,緯穎元大54購30,nan,Listed
037319,力積電元大54購01,nan,Listed
037320,力積電元大54購02,nan,Listed
037321,采鈺元大54購10,nan,Listed
037322,富世達元大54購23,nan,Listed
037323,昇陽半元大54購11,nan,Listed
037324,昇陽半元大54購12,nan,Listed
037325,南電元大54購17,nan,Listed
037326,至上元大54購01,nan,Listed
037327,台達電兆豐53購03,nan,Listed
037328,華通兆豐54購01,nan,Listed
037333,國巨兆豐56購01,nan,Listed
037334,聯發科兆豐54購01,nan,Listed
037336,日月光兆豐56購01,nan,Listed
037337,台達電富邦53購09,nan,Listed
037339,台達電富邦55購02,nan,Listed
037342,聯發科富邦54購03,nan,Listed
037344,晶豪科富邦55購01,nan,Listed
037345,聚陽永豐55購01,nan,Listed
037349,華泰永豐55購01,nan,Listed
037350,台積電永豐53購08,nan,Listed
037351,台積電永豐53購09,nan,Listed
037352,毅嘉永豐53購02,nan,Listed
037353,友達永豐53購01,nan,Listed
037354,聯發科永豐54購06,nan,Listed
037355,聯發科永豐54購07,nan,Listed
037356,長榮航永豐55購01,nan,Listed
037357,聯鈞永豐55購01,nan,Listed
037358,群創永豐53購02,nan,Listed
037359,嘉澤永豐55購02,nan,Listed
037360,神達永豐55購05,nan,Listed
037361,祥碩永豐54購01,nan,Listed
037362,力積電永豐53購01,nan,Listed
037363,台灣50元富53購14,nan,Listed
037364,SP黃豆元富54購01,nan,Listed
037365,國巨元富53購06,nan,Listed
037366,華泰元富53購02,nan,Listed
037367,台亞元富53購02,nan,Listed
037368,台光電元富57購04,nan,Listed
037369,京元電元富53購07,nan,Listed
037370,聯發科元富64購02,nan,Listed
037371,聯鈞元富53購04,nan,Listed
037372,嘉澤元富54購01,nan,Listed
037373,嘉澤元富54購02,nan,Listed
037374,嘉澤元富54購03,nan,Listed
037375,嘉澤元富56購01,nan,Listed
037376,南寶元富54購01,nan,Listed
037377,瑞儀元富53購01,nan,Listed
037378,達麗元富53購01,nan,Listed
037379,力積電元富53購01,nan,Listed
037380,力積電元富53購02,nan,Listed
037381,采鈺元富53購03,nan,Listed
037382,台虹元富53購02,nan,Listed
037383,台虹元富54購01,nan,Listed
037384,臺股指元富53購04,nan,Listed
037385,臺股指元富56購16,nan,Listed
037386,國企2X國票59購01,nan,Listed
037387,中502X國票5A購01,nan,Listed
037388,中興電國票54購02,nan,Listed
037389,上銀國票54購02,nan,Listed
037390,光寶科國票54購01,nan,Listed
037391,國巨國票55購01,nan,Listed
037392,華泰國票54購01,nan,Listed
037393,台積電國票53購06,nan,Listed
037394,旺宏國票53購03,nan,Listed
037395,旺宏國票53購04,nan,Listed
037396,台亞國票54購03,nan,Listed
037397,華邦電國票55購02,nan,Listed
037398,鴻準國票55購01,nan,Listed
037399,技嘉國票54購01,nan,Listed
037400,友達國票53購02,nan,Listed
037401,友達國票54購01,nan,Listed
037402,偉詮電國票54購02,nan,Listed
037403,聯發科國票53購02,nan,Listed
037404,中航國票54購02,nan,Listed
037405,漢翔國票54購04,nan,Listed
037406,信邦國票54購01,nan,Listed
037407,嘉澤國票56購01,nan,Listed
037408,瑞儀國票56購01,nan,Listed
037409,力積電國票54購02,nan,Listed
037410,力積電國票55購02,nan,Listed
037411,百和國票54購01,nan,Listed
037413,FBNQ2X群益53購01,nan,Listed
037414,SGBR2X群益53購03,nan,Listed
037415,台積電群益53購08,nan,Listed
037416,華邦電群益53購10,nan,Listed
037417,金像電群益53購12,nan,Listed
037418,聯發科群益53購07,nan,Listed
037419,盟立群益53購02,nan,Listed
037420,長榮航群益55購01,nan,Listed
037421,富邦金群益53購01,nan,Listed
037422,奇鋐群益53購12,nan,Listed
037423,欣興群益57購01,nan,Listed
037424,聯鈞群益53購04,nan,Listed
037425,力積電群益53購03,nan,Listed
037426,台達電國泰54購03,nan,Listed
037427,華邦電國泰54購08,nan,Listed
037428,華邦電國泰54購09,nan,Listed
037429,京元電國泰54購03,nan,Listed
03742U,臺股指凱基59售03,nan,Listed
037430,聯發科國泰56購04,nan,Listed
037431,達麗國泰54購01,nan,Listed
037432,力積電兆豐55購02,nan,Listed
037433,滬深2X富邦56購02,nan,Listed
037434,國巨富邦53購01,nan,Listed
037435,鉅祥富邦53購02,nan,Listed
037436,德律富邦54購03,nan,Listed
037437,神達富邦57購01,nan,Listed
037438,力積電富邦55購01,nan,Listed
037439,滬深2X永豐57購02,nan,Listed
037440,台達電永豐54購05,nan,Listed
037441,金寶永豐54購01,nan,Listed
037442,台積電永豐69購02,nan,Listed
037443,旺宏永豐54購01,nan,Listed
037445,旺宏永豐56購01,nan,Listed
037448,致茂永豐53購02,nan,Listed
037449,矽統永豐53購03,nan,Listed
037450,鴻海統一56購01,nan,Listed
037452,台積電統一56購01,nan,Listed
037454,京元電永豐55購03,nan,Listed
037455,強茂永豐55購01,nan,Listed
037457,聯發科統一56購01,nan,Listed
037458,晶豪科永豐56購01,nan,Listed
037459,聯詠永豐55購01,nan,Listed
03745U,巨大群益52售01,nan,Listed
037465,至上永豐55購01,nan,Listed
037466,長榮統一56購01,nan,Listed
037467,台灣50元富53購16,nan,Listed
037468,T50反1元富63購01,nan,Listed
03746U,臺股指群益58售03,nan,Listed
037470,A50正2元富53購03,nan,Listed
037472,大成鋼元富53購02,nan,Listed
037474,國巨元富53購08,nan,Listed
037475,旺宏元富53購01,nan,Listed
037476,旺宏元富53購02,nan,Listed
037477,台亞元富53購03,nan,Listed
037478,台亞元富53購04,nan,Listed
037479,台亞元富53購05,nan,Listed
037480,華邦電元富53購01,nan,Listed
037481,華邦電元富53購02,nan,Listed
037482,華邦電元富53購03,nan,Listed
037483,致茂元富53購02,nan,Listed
037484,毅嘉元富53購04,nan,Listed
037485,偉詮電元富53購03,nan,Listed
037486,京元電元富53購08,nan,Listed
037487,文曄元富53購01,nan,Listed
037488,蔚華科元富53購01,nan,Listed
037489,聯鈞元富59購01,nan,Listed
037490,群創元富53購04,nan,Listed
037491,愛普元富53購02,nan,Listed
037492,力積電元富53購04,nan,Listed
037493,旺宏統一5C購02,nan,Listed
037494,華邦電統一5C購02,nan,Listed
037495,晶豪科統一5C購02,nan,Listed
037496,嘉澤統一64購02,nan,Listed
037497,愛普統一64購01,nan,Listed
037498,台積電中信59購03,nan,Listed
037499,旺宏中信54購01,nan,Listed
037500,華邦電中信53購08,nan,Listed
037501,華邦電中信57購01,nan,Listed
037502,威盛中信55購01,nan,Listed
037503,聯詠中信59購01,nan,Listed
037504,力積電中信53購03,nan,Listed
037505,T50正2凱基56購01,nan,Listed
037506,亞德客凱基53購01,nan,Listed
037507,上銀凱基54購04,nan,Listed
037508,旺宏凱基53購03,nan,Listed
037509,華邦電凱基53購06,nan,Listed
03750U,台灣50中信56售01,nan,Listed
037510,華邦電凱基54購08,nan,Listed
037511,華邦電凱基54購09,nan,Listed
037512,致茂凱基53購02,nan,Listed
037513,矽統凱基53購01,nan,Listed
037514,瑞昱凱基53購01,nan,Listed
037515,威盛凱基53購03,nan,Listed
037516,陽明凱基53購01,nan,Listed
037517,萬海凱基53購01,nan,Listed
037518,晶豪科凱基53購05,nan,Listed
037519,奇鋐凱基59購02,nan,Listed
037520,亞光凱基59購02,nan,Listed
037521,信邦凱基54購01,nan,Listed
037522,創意凱基55購01,nan,Listed
037523,瑞鼎凱基53購01,nan,Listed
037524,力成凱基54購03,nan,Listed
037525,愛普凱基54購04,nan,Listed
037526,緯穎凱基53購12,nan,Listed
037527,力積電凱基53購03,nan,Listed
037528,力積電凱基54購01,nan,Listed
037529,力積電凱基54購02,nan,Listed
037530,昇陽半凱基54購05,nan,Listed
037531,至上凱基54購01,nan,Listed
037532,百和凱基54購01,nan,Listed
037533,道瓊銀國票59購01,nan,Listed
037534,儒鴻國票53購02,nan,Listed
037535,儒鴻國票54購01,nan,Listed
037536,廣宇國票54購02,nan,Listed
037537,旺宏國票54購02,nan,Listed
037538,華邦電國票54購07,nan,Listed
037539,致茂國票54購01,nan,Listed
037540,矽統國票54購01,nan,Listed
037541,大同國票53購01,nan,Listed
037542,威盛國票54購03,nan,Listed
037543,鉅祥國票56購01,nan,Listed
037544,達邁國票54購03,nan,Listed
037545,臻鼎國票53購05,nan,Listed
037546,jpp國票54購04,nan,Listed
037547,凌華國票54購02,nan,Listed
037548,采鈺國票53購02,nan,Listed
037549,采鈺國票55購02,nan,Listed
037550,南電國票54購03,nan,Listed
037551,至上國票54購02,nan,Listed
037552,台灣50元大54購09,nan,Listed
037553,台灣50元大55購05,nan,Listed
037554,臺指反元大57購01,nan,Listed
037555,臺指反元大58購01,nan,Listed
037556,臺指反元大59購01,nan,Listed
037557,美指2X元大57購01,nan,Listed
037558,中砂元大54購09,nan,Listed
037559,大成鋼元大54購10,nan,Listed
037560,上銀元大54購07,nan,Listed
037561,光寶科元大54購14,nan,Listed
037562,台達電元大54購22,nan,Listed
037563,鴻海元大54購49,nan,Listed
037564,華泰元大54購04,nan,Listed
037565,台積電元大54購36,nan,Listed
037566,台積電元大54購37,nan,Listed
037567,華邦電元大54購09,nan,Listed
037568,華邦電元大54購10,nan,Listed
037569,智邦元大54購17,nan,Listed
03756U,勤誠永豐53售02,nan,Listed
037570,台光電元大54購25,nan,Listed
037571,台光電元大54購26,nan,Listed
037572,友達元大54購02,nan,Listed
037573,京元電元大54購21,nan,Listed
037574,聯發科元大54購16,nan,Listed
037575,志聖元大54購04,nan,Listed
037576,鉅祥元大54購09,nan,Listed
037577,一詮元大54購02,nan,Listed
037578,漢翔元大54購17,nan,Listed
037579,長榮太元大54購08,nan,Listed
037580,晶豪科元大54購05,nan,Listed
037581,晶豪科元大54購06,nan,Listed
037582,晟銘電元大54購02,nan,Listed
037583,奇鋐元大54購25,nan,Listed
037584,奇鋐元大54購26,nan,Listed
037585,創意元大54購16,nan,Listed
037586,創意元大54購17,nan,Listed
037587,聯鈞元大54購05,nan,Listed
037588,群創元大54購11,nan,Listed
037589,群創元大57購03,nan,Listed
037590,辛耘元大54購05,nan,Listed
037591,神達元大54購24,nan,Listed
037592,日月光元大54購02,nan,Listed
037593,達麗元大54購02,nan,Listed
037594,力成元大54購04,nan,Listed
037595,力積電元大54購03,nan,Listed
037596,力積電元大54購04,nan,Listed
037597,力積電元大54購05,nan,Listed
037598,采鈺元大54購11,nan,Listed
037599,昇陽半元大54購13,nan,Listed
037600,南電元大54購18,nan,Listed
037601,至上元大54購02,nan,Listed
037603,T50反1群益53購04,nan,Listed
037604,儒鴻群益53購01,nan,Listed
037605,華城群益53購06,nan,Listed
037606,光寶科群益53購08,nan,Listed
037607,台達電群益53購11,nan,Listed
037608,台達電群益53購12,nan,Listed
037609,華通群益53購05,nan,Listed
037610,國巨群益54購04,nan,Listed
037611,旺宏群益53購01,nan,Listed
037612,華邦電群益53購11,nan,Listed
037613,華邦電群益53購12,nan,Listed
037614,智邦群益57購03,nan,Listed
037615,華碩群益53購03,nan,Listed
037616,致茂群益54購03,nan,Listed
037617,矽統群益55購01,nan,Listed
037618,友達群益55購01,nan,Listed
037619,裕民群益53購02,nan,Listed
037620,漢翔群益53購08,nan,Listed
037621,晶豪科群益53購02,nan,Listed
037622,晶豪科群益55購01,nan,Listed
037623,奇鋐群益53購13,nan,Listed
037624,亞光群益53購05,nan,Listed
037625,聯詠群益53購03,nan,Listed
037626,景碩群益53購04,nan,Listed
037627,玉晶光群益53購04,nan,Listed
037628,立積群益55購04,nan,Listed
037629,達興群益53購06,nan,Listed
037630,力成群益53購02,nan,Listed
037631,力積電群益55購01,nan,Listed
037632,AES群益56購02,nan,Listed
037633,富世達群益56購02,nan,Listed
037634,昇陽半群益53購01,nan,Listed
037635,至上群益53購03,nan,Listed
037636,至上群益53購04,nan,Listed
037637,富鼎群益54購01,nan,Listed
037638,臺股指群益55購12,nan,Listed
037639,華邦電台新53購02,nan,Listed
037640,華邦電第一53購01,nan,Listed
037641,定穎控第一53購02,nan,Listed
037642,T50反1中信63購01,nan,Listed
037643,台積電中信59購05,nan,Listed
037645,智原中信59購01,nan,Listed
037646,定穎控中信55購01,nan,Listed
037647,力積電中信57購01,nan,Listed
037648,國巨統一5C購01,nan,Listed
037649,智原統一64購01,nan,Listed
037650,定穎控統一5C購01,nan,Listed
037651,瀚宇博統一5C購02,nan,Listed
037652,南電統一5B購03,nan,Listed
037653,T50反1凱基53購06,nan,Listed
037654,T50反1凱基54購07,nan,Listed
037655,臺指反凱基59購01,nan,Listed
037656,南亞凱基53購10,nan,Listed
037657,國巨凱基53購06,nan,Listed
037658,國巨凱基54購03,nan,Listed
037659,國巨凱基55購01,nan,Listed
037660,國巨凱基59購01,nan,Listed
037661,旺宏凱基53購04,nan,Listed
037662,旺宏凱基53購05,nan,Listed
037663,華邦電凱基55購02,nan,Listed
037664,立隆電凱基55購01,nan,Listed
037665,聯詠凱基54購02,nan,Listed
037666,智原凱基53購02,nan,Listed
037667,智原凱基54購01,nan,Listed
037668,晶技凱基55購01,nan,Listed
037669,定穎控凱基54購04,nan,Listed
037670,瀚宇博凱基53購02,nan,Listed
037671,南電凱基55購03,nan,Listed
037672,臺股指凱基54購20,nan,Listed
037673,台泥富邦53購03,nan,Listed
037674,金寶富邦53購01,nan,Listed
037675,台積電富邦53購08,nan,Listed
037676,台積電富邦55購11,nan,Listed
037677,旺宏富邦53購02,nan,Listed
037678,華邦電富邦54購01,nan,Listed
037679,華邦電富邦59購01,nan,Listed
037680,致茂富邦55購01,nan,Listed
037681,威盛富邦53購01,nan,Listed
037682,聯發科富邦57購01,nan,Listed
037683,一詮富邦55購01,nan,Listed
037684,神基富邦54購01,nan,Listed
037685,聯詠富邦54購01,nan,Listed
037686,貿聯富邦59購01,nan,Listed
037687,定穎控富邦56購01,nan,Listed
037688,國巨永豐56購01,nan,Listed
037689,華泰永豐53購01,nan,Listed
037690,旺宏永豐55購02,nan,Listed
037691,華邦電永豐55購02,nan,Listed
037692,晶豪科永豐54購01,nan,Listed
037693,奇鋐永豐53購05,nan,Listed
037694,智原永豐54購02,nan,Listed
037695,欣興永豐53購04,nan,Listed
037696,欣興永豐58購01,nan,Listed
037697,華晶科永豐56購03,nan,Listed
037698,日電貿永豐54購01,nan,Listed
037699,定穎控永豐55購03,nan,Listed
037700,佳必琪永豐55購02,nan,Listed
037701,力積電永豐54購03,nan,Listed
037702,富世達永豐56購04,nan,Listed
037703,矽創永豐55購01,nan,Listed
037704,南電永豐54購03,nan,Listed
037705,南電永豐55購03,nan,Listed
037706,南電永豐56購01,nan,Listed
037707,光寶科元富59購01,nan,Listed
037708,台達電元富59購01,nan,Listed
037709,金寶元富53購02,nan,Listed
037710,國巨元富53購09,nan,Listed
037711,旺宏元富59購01,nan,Listed
037712,旺宏元富59購02,nan,Listed
037713,華邦電元富59購02,nan,Listed
037714,金像電元富54購03,nan,Listed
037715,美律元富53購01,nan,Listed
037716,立隆電元富53購01,nan,Listed
037717,立隆電元富53購02,nan,Listed
037718,鉅祥元富55購01,nan,Listed
037719,漢翔元富56購02,nan,Listed
037720,晶豪科元富54購03,nan,Listed
037721,聯詠元富57購01,nan,Listed
037722,欣興元富56購02,nan,Listed
037723,定穎控元富53購06,nan,Listed
037724,瀚宇博元富53購03,nan,Listed
037725,精成科元富53購05,nan,Listed
037726,矽格元富53購01,nan,Listed
037727,致新元富53購01,nan,Listed
037728,億豐元富53購01,nan,Listed
037729,T50反1國票54購03,nan,Listed
03772U,南亞科國泰52售02,nan,Listed
037730,滬深2X國票54購04,nan,Listed
037731,S&P反1國票55購02,nan,Listed
037732,道瓊銀國票56購01,nan,Listed
037733,聯電國票53購01,nan,Listed
037734,聯電國票53購02,nan,Listed
037735,台亞國票54購04,nan,Listed
037736,立隆電國票54購01,nan,Listed
037737,聯詠國票55購01,nan,Listed
037738,文曄國票53購01,nan,Listed
037739,欣興國票5A購01,nan,Listed
037740,力積電國票56購01,nan,Listed
037741,矽創國票54購01,nan,Listed
037742,富鼎國票54購02,nan,Listed
037743,台達電台新53購03,nan,Listed
037744,光寶科國泰54購02,nan,Listed
037745,國巨國泰54購03,nan,Listed
037746,國巨國泰54購04,nan,Listed
037747,旺宏國泰54購01,nan,Listed
037748,聯發科國泰55購02,nan,Listed
037749,聯鈞國泰54購03,nan,Listed
037750,世芯國泰54購02,nan,Listed
037751,世芯國泰54購03,nan,Listed
037752,瀚宇博國泰54購02,nan,Listed
037753,愛普國泰54購02,nan,Listed
037754,南電國泰54購03,nan,Listed
037755,SP黃豆元大59購01,nan,Listed
037756,中砂元大54購10,nan,Listed
037757,光寶科元大54購15,nan,Listed
037758,光寶科元大54購16,nan,Listed
037759,台達電元大54購23,nan,Listed
03775U,台灣50凱基54售04,nan,Listed
037760,台達電元大54購24,nan,Listed
037761,鴻海元大54購50,nan,Listed
037762,廣宇元大54購08,nan,Listed
037763,華泰元大54購05,nan,Listed
037764,台積電元大54購40,nan,Listed
037765,旺宏元大54購03,nan,Listed
037766,台亞元大54購04,nan,Listed
037767,台亞元大54購05,nan,Listed
037768,華邦電元大54購11,nan,Listed
037769,華邦電元大54購13,nan,Listed
03776U,台灣50凱基54售05,nan,Listed
037770,矽統元大54購01,nan,Listed
037771,矽統元大54購02,nan,Listed
037772,金像電元大54購15,nan,Listed
037773,台光電元大54購27,nan,Listed
037774,偉詮電元大54購02,nan,Listed
037775,京元電元大54購22,nan,Listed
037776,聯發科元大54購17,nan,Listed
037777,鉅祥元大54購10,nan,Listed
037778,強茂元大54購12,nan,Listed
037779,奇鋐元大54購28,nan,Listed
037780,亞光元大54購22,nan,Listed
037781,聯詠元大54購02,nan,Listed
037782,創意元大54購18,nan,Listed
037783,聯鈞元大54購06,nan,Listed
037784,群創元大54購12,nan,Listed
037785,貿聯元大54購24,nan,Listed
037786,日月光元大54購03,nan,Listed
037787,定穎控元大54購08,nan,Listed
037788,力成元大54購05,nan,Listed
037789,力成元大54購06,nan,Listed
037790,鈺邦元大54購05,nan,Listed
037791,緯穎元大54購31,nan,Listed
037792,力積電元大54購06,nan,Listed
037793,力積電元大54購07,nan,Listed
037794,采鈺元大54購12,nan,Listed
037795,富世達元大54購24,nan,Listed
037796,昇陽半元大54購14,nan,Listed
037797,南電元大54購19,nan,Listed
037798,臺股指元大53購29,nan,Listed
037799,臺股指元大56購17,nan,Listed
03779U,臺股指凱基59售05,nan,Listed
037800,亞德客群益54購01,nan,Listed
037801,上銀群益53購04,nan,Listed
037802,國巨群益55購01,nan,Listed
037803,華泰群益53購02,nan,Listed
037804,旺宏群益53購02,nan,Listed
037805,旺宏群益53購03,nan,Listed
037806,華邦電群益53購13,nan,Listed
037807,致茂群益53購04,nan,Listed
037808,瑞昱群益53購02,nan,Listed
037809,立隆電群益54購01,nan,Listed
03780U,台灣50富邦56售02,nan,Listed
037810,陽明群益53購01,nan,Listed
037811,萬海群益53購04,nan,Listed
037812,日電貿群益54購01,nan,Listed
037813,新日興群益55購02,nan,Listed
037814,創意群益53購04,nan,Listed
037815,聯鈞群益53購05,nan,Listed
037816,聯鈞群益55購01,nan,Listed
037817,定穎控群益53購03,nan,Listed
037818,祥碩群益54購02,nan,Listed
037819,瀚宇博群益53購02,nan,Listed
037820,瀚宇博群益53購03,nan,Listed
037821,愛普群益53購04,nan,Listed
037822,緯穎群益53購14,nan,Listed
037823,力積電群益53購05,nan,Listed
037824,力積電群益53購06,nan,Listed
037825,力積電群益53購07,nan,Listed
037826,來億群益54購01,nan,Listed
037827,南電群益55購03,nan,Listed
037828,可寧衛群益55購01,nan,Listed
037829,晶豪科第一54購01,nan,Listed
037830,華邦電中信54購02,nan,Listed
037831,晶豪科中信53購01,nan,Listed
037832,奇鋐中信54購02,nan,Listed
037833,聯鈞中信55購01,nan,Listed
037834,台泥凱基53購04,nan,Listed
037835,光寶科凱基55購04,nan,Listed
037836,聯電凱基53購02,nan,Listed
037837,台達電凱基53購10,nan,Listed
037838,國巨凱基56購01,nan,Listed
037839,國巨凱基57購01,nan,Listed
037840,國巨凱基59購02,nan,Listed
037841,矽統凱基54購02,nan,Listed
037842,微星凱基54購02,nan,Listed
037843,毅嘉凱基54購02,nan,Listed
037844,京元電凱基54購05,nan,Listed
037845,京元電凱基55購03,nan,Listed
037846,京元電凱基55購04,nan,Listed
037847,京元電凱基57購05,nan,Listed
037848,京元電凱基59購01,nan,Listed
037849,立隆電凱基53購02,nan,Listed
037850,晶豪科凱基54購01,nan,Listed
037851,貿聯凱基54購08,nan,Listed
037852,定穎控凱基54購05,nan,Listed
037853,祥碩凱基54購04,nan,Listed
037854,瀚宇博凱基54購02,nan,Listed
037855,采鈺凱基54購07,nan,Listed
037856,富世達凱基53購05,nan,Listed
037857,矽創凱基54購01,nan,Listed
037858,可寧衛凱基55購01,nan,Listed
037859,臺股指凱基53購24,nan,Listed
037860,臺股指凱基55購18,nan,Listed
037861,國巨國泰54購06,nan,Listed
037862,華邦電國泰54購12,nan,Listed
037863,矽統國泰54購01,nan,Listed
037864,立隆電國泰54購01,nan,Listed
037865,聯詠國泰54購01,nan,Listed
037866,智原國泰54購01,nan,Listed
037867,鈺邦國泰54購02,nan,Listed
037868,南電國泰54購04,nan,Listed
037869,滬深2X元大55購07,nan,Listed
037870,南亞元大53購14,nan,Listed
037871,中興電元大53購01,nan,Listed
037872,中砂元大53購02,nan,Listed
037873,光寶科元大53購02,nan,Listed
037874,光寶科元大53購03,nan,Listed
037875,光寶科元大53購04,nan,Listed
037876,台達電元大53購06,nan,Listed
037877,台達電元大56購01,nan,Listed
037878,華通元大53購08,nan,Listed
037879,鴻海元大53購14,nan,Listed
03787U,臺股指元大53售02,nan,Listed
037880,台積電元大53購09,nan,Listed
037881,旺宏元大53購01,nan,Listed
037882,旺宏元大53購02,nan,Listed
037883,華邦電元大53購01,nan,Listed
037884,華邦電元大53購02,nan,Listed
037885,華邦電元大56購02,nan,Listed
037886,金像電元大53購12,nan,Listed
037887,微星元大53購02,nan,Listed
037888,創見元大53購01,nan,Listed
037889,立隆電元大53購03,nan,Listed
037890,強茂元大53購08,nan,Listed
037891,漢翔元大56購01,nan,Listed
037892,長榮太元大53購09,nan,Listed
037893,晶豪科元大53購01,nan,Listed
037894,奇鋐元大53購11,nan,Listed
037895,奇鋐元大53購12,nan,Listed
037896,亞光元大53購03,nan,Listed
037897,創意元大56購02,nan,Listed
037898,聯鈞元大53購02,nan,Listed
037899,貿聯元大53購02,nan,Listed
03789U,台灣50凱基55售03,nan,Listed
037900,日月光元大53購01,nan,Listed
037901,南寶元大53購06,nan,Listed
037902,臻鼎元大56購01,nan,Listed
037903,祥碩元大53購02,nan,Listed
037904,祥碩元大53購03,nan,Listed
037905,瀚宇博元大53購02,nan,Listed
037906,瀚宇博元大53購03,nan,Listed
037907,力成元大53購01,nan,Listed
037908,龍德船元大53購07,nan,Listed
037909,龍德船元大53購08,nan,Listed
037910,采鈺元大53購03,nan,Listed
037911,矽創元大53購01,nan,Listed
037912,昇陽半元大53購03,nan,Listed
