code,name
031144,T50反1富邦58購01
031145,台塑富邦52購02
031146,台玻富邦52購01
031147,台達電富邦52購01
031148,致茂富邦52購01
031149,全新富邦55購01
03114U,A50正2國票4C售02
031150,宏達電富邦53購03
031151,辛耘富邦52購02
031152,愛普富邦53購02
031153,昇陽半富邦53購01
031154,美指2X凱基56購01
031155,台塑凱基52購04
031156,台化凱基52購04
031157,聚陽凱基52購03
031158,和大凱基52購01
031159,中砂凱基56購02
03115U,直得國票4C售03
031160,大成鋼凱基52購05
031161,川湖凱基52購03
031162,光寶科凱基54購01
031163,台達電凱基52購03
031164,華通凱基52購04
031165,鴻海凱基56購05
031166,精英凱基52購01
031167,鴻準凱基52購02
031168,群光凱基52購01
031169,毅嘉凱基52購02
03116U,萬海國票4C售03
031170,建準凱基52購01
031171,長榮太凱基52購04
031172,亞光凱基55購01
031173,緯創凱基52購05
031174,神達凱基54購02
031175,智伸科凱基52購02
031176,聯茂凱基52購01
031177,穎崴凱基56購01
031178,緯穎凱基54購07
031179,AES凱基52購04
03117U,緯穎國票4C售05
031180,視陽凱基52購01
031181,富世達凱基52購01
031182,昇陽半凱基52購01
031183,羅昇凱基52購01
031184,世紀鋼凱基55購03
031185,臺股指凱基52購12
031186,臺股指凱基52購13
031187,T50正2國票53購02
031188,道瓊銀國票58購02
031189,中興電國票58購01
031190,華城國票53購03
031191,合機國票53購01
031192,合機國票55購01
031193,台玻國票53購03
031194,光寶科國票57購02
031195,楠梓電國票55購01
031196,鴻海國票53購05
031197,鴻準國票53購01
031198,鴻準國票54購01
031199,亞航國票53購01
03119U,臺股指國票4C售03
031200,長榮太國票52購01
031201,長榮太國票53購01
031202,長榮太國票54購01
031203,玉山金國票53購01
031204,奇鋐國票53購02
031205,亞光國票52購02
031206,亞光國票53購02
031207,德律國票58購01
031208,華晶科國票53購01
031209,景碩國票54購01
03120U,臺股指國票4C售04
031210,京鼎國票53購01
031211,達邁國票53購03
031212,神達國票53購03
031213,立積國票52購01
031214,泓德國票52購02
031215,南電國票53購03
031216,A50正2元大52購01
031217,台塑元大52購12
031218,台塑元大52購13
031219,億泰元大52購01
03121U,T50正2富邦53售02
031220,台玻元大52購09
031221,台玻元大54購02
031222,大成鋼元大54購02
031223,光寶科元大52購04
031224,鴻海元大52購13
031225,台積電元大52購17
031226,台積電元大52購18
031227,華碩元大52購02
031228,燿華元大52購04
031229,佳能元大56購01
031231,智邦統一4C購01
031232,台光電元大54購10
031233,建準元大52購04
031234,建準元大52購05
031235,聯發科元大52購09
031236,聯發科元大52購10
031237,裕民元大52購01
031238,亞航元大52購01
031239,亞航元大52購02
031240,長榮太元大52購01
031241,長榮太元大52購02
031242,大立光元大52購04
031243,大立光元大52購05
031244,亞光元大54購04
031247,保瑞統一4C購03
031248,智原元大52購02
031249,京鼎元大52購01
031250,智易元大52購01
031251,達邁元大52購03
031252,達邁元大52購04
031253,世芯元大52購14
031254,材料元大58購02
031255,南寶元大52購03
031256,亞翔元大58購02
031257,訊芯元大52購01
031258,訊芯元大52購02
031259,保瑞元大52購01
031260,AES元大52購08
031261,富世達元大58購01
031262,昇陽半元大52購01
031263,昇陽半元大54購02
031264,昇陽半元大57購01
031265,南電元大52購09
031266,台塑統一68購01
031267,和大統一58購01
031268,川湖統一58購04
031269,川湖統一62購01
031270,光寶科統一57購03
031271,台達電統一57購07
031272,台達電統一62購01
031273,鴻海統一5C購03
031274,鴻海統一68購01
031275,廣宇統一58購02
031276,友訊統一57購01
031277,致茂統一58購01
031278,致茂統一5A購01
031279,金像電統一57購04
031280,金像電統一58購02
031281,大同統一58購01
031282,台光電統一57購02
031283,群光統一58購01
031284,建準統一57購01
031285,建準統一57購02
031286,建準統一62購01
031287,長榮太統一57購01
031288,長榮太統一5A購01
031289,長榮太統一62購01
03128U,世芯永豐4C售09
031290,奇鋐統一57購03
031291,奇鋐統一58購01
031292,奇鋐統一68購01
031293,亞光統一57購02
031294,亞光統一58購05
031295,亞光統一58購06
031296,亞光統一59購01
031297,亞光統一5B購02
031298,智原統一58購02
031299,華晶科統一57購02
031300,玉晶光統一58購02
031301,玉晶光統一58購03
031302,嘉澤統一57購03
031303,嘉澤統一58購01
031304,嘉澤統一58購02
031305,貿聯統一58購04
031306,神達統一57購02
031307,智伸科統一58購01
031308,智伸科統一62購01
031309,南寶統一58購02
031310,南寶統一58購03
031311,上品統一58購01
031312,立積統一57購04
031313,立積統一58購03
031314,亞翔統一57購04
031315,飛捷統一58購01
031316,台塑化統一68購01
031317,愛普統一58購02
031318,緯穎統一58購02
031319,緯穎統一59購02
031320,視陽統一58購01
031321,昇陽半統一5B購01
031322,南電統一57購07
031323,億豐統一58購02
031324,臺股指統一52購01
031325,臺股指統一52購02
031326,T50正2群益52購01
031327,光寶科群益52購03
031328,台達電群益52購04
031329,台達電群益53購02
03132U,台積電凱基4C售30
031330,鴻海群益52購06
031331,智邦群益52購06
031332,鴻準群益52購02
031333,致茂群益53購02
031334,佳能群益55購01
031335,億光群益53購01
031336,漢唐群益52購05
031337,建準群益53購01
031338,聯發科群益52購09
031339,長榮群益52購03
031340,晟銘電群益52購04
031341,奇鋐群益52購08
031342,亞光群益53購03
031343,華晶科群益52購01
031344,景碩群益52購03
031345,辛耘群益52購01
031346,世芯群益52購09
031347,洋基群益52購01
031348,富世達群益52購04
031349,昇陽半群益52購02
03134P,台積電凱基51售01
03134U,雲豹凱基4C售02
031350,南電群益52購03
031351,菱光群益54購01
031352,中興電中信53購01
031353,鴻海中信57購01
031354,鴻準中信53購01
031355,一詮中信56購01
031356,精成科中信53購02
031357,香港2X國票52購01
031358,元日2X國票53購01
031359,元日2X國票55購03
03135P,台積電凱基51售02
03135U,巨大凱基4C售01
031360,元日2X國票58購01
031361,中砂國票53購02
031362,大亞國票53購01
031363,大成鋼國票53購02
031364,川湖國票53購03
031365,漢翔國票53購02
031366,長榮太國票56購01
031367,長榮太國票58購01
031368,亞光國票54購01
031369,欣興國票54購01
03136U,牧德國票4C售03
031370,瑞鼎國票53購01
031371,智伸科國票53購02
031372,立積國票53購01
031373,凌華國票52購01
031374,鈺邦國票53購01
031375,連加國票53購03
031376,道瓊銀永豐54購01
031377,台化永豐54購01
031378,中興電永豐53購02
031379,中興電永豐54購01
03137U,世芯國票4C售02
031380,華城永豐52購04
031381,大亞永豐53購01
031382,南港永豐54購01
031383,全新永豐54購01
031385,宏達電永豐55購01
031386,長榮太永豐52購02
031387,奇鋐永豐58購01
031389,亞光永豐54購02
03138U,世芯國票51售01
031390,緯創永豐54購01
031393,智伸科永豐54購01
031395,精成科永豐53購04
031396,保瑞統一4C購04
031399,精成科永豐54購02
03139U,精銳國票4C售03
031400,精成科永豐54購03
031401,佳必琪永豐53購01
031402,鈺邦永豐53購01
031403,世芯第一52購01
031404,光寶科兆豐58購01
031405,微星兆豐54購01
031406,一詮兆豐54購01
031407,精成科兆豐54購02
031408,T50反1富邦55購02
031409,中砂富邦54購02
03140U,臺股指國票51售02
031410,中砂富邦54購03
031411,大亞富邦53購01
031412,大成鋼富邦54購02
031413,光寶科富邦54購01
031414,台積電富邦52購05
031415,智邦富邦54購02
031416,智邦富邦55購01
031417,漢唐富邦55購01
031418,建準富邦54購02
031419,建準富邦55購01
03141U,臺股指國票51售03
031420,皇昌富邦54購02
031421,亞光富邦53購02
031422,玉晶光富邦54購01
031423,玉晶光富邦55購01
031424,上品富邦52購01
031425,精成科富邦55購01
031426,矽力富邦54購01
031427,AES富邦55購03
031428,T50反1元富52購01
031429,T50反1元富52購02
03142U,美費半元大51售02
031430,大亞元富53購01
031431,億泰元富52購03
031432,光寶科元富52購01
031433,台達電元富52購03
031434,一詮元富52購02
031435,華航元富52購01
031436,漢翔元富52購02
031437,長榮太元富52購01
031438,緯創元富52購01
031439,昇貿元富52購03
031440,新日興元富52購02
031441,神達元富53購01
031442,智伸科元富52購01
031443,精成科元富52購02
031444,聯茂元富52購01
031445,鈺邦元富53購02
031446,臺股指元富55購04
031447,精成科台新52購01
031448,中興電國泰53購01
031449,大亞國泰53購01
031450,光寶科國泰53購03
031451,聯發科國泰54購01
031452,一詮國泰53購01
031453,長榮太國泰53購03
031454,長榮太國泰54購02
031455,上品國泰53購01
031456,精成科國泰53購02
031457,精成科國泰54購01
031458,泓德國泰53購01
031459,台灣50元大52購03
031460,T50反1元大53購04
031461,T50反1元大57購01
031462,T50反1元大5B購01
031463,上証2X元大52購02
031464,道瓊銅元大52購02
031465,台塑元大52購14
031466,台塑元大52購15
031467,台化元大52購07
031468,華城元大54購09
031469,台玻元大52購10
031470,台玻元大54購03
031471,中鋼元大52購01
031472,光寶科元大52購05
031473,光寶科元大58購01
031474,聯電元大52購02
031475,華通元大52購07
031476,鴻海元大52購14
031477,鴻海元大52購15
031478,廣宇元大52購02
031479,台積電元大52購19
031480,台積電元大52購20
031481,台積電元大52購21
031482,智邦元大54購05
031483,英業達元大52購01
031484,華碩元大52購03
031485,致茂元大52購04
031486,昆盈元大52購02
031487,金像電元大52購02
031488,台光電元大57購01
031492,漢唐元大52購06
031493,建準元大52購06
031494,建準元大52購07
031495,聯發科元大52購11
031496,聯發科元大52購12
031497,鉅祥元大52購02
031498,宏達電元大56購01
031499,亞航元大52購03
031500,長榮太元大52購03
031501,長榮太元大52購04
031502,大立光元大52購06
031503,奇鋐元大54購12
031504,健鼎元大52購02
031505,華晶科元大52購01
031506,華晶科元大52購02
031507,景碩元大54購02
031508,智易元大52購02
031509,世芯元大52購15
031510,聯茂元大58購01
031511,保瑞元大52購02
031512,富世達元大58購02
031513,羅昇元大52購01
031514,T50反1凱基58購01
031515,A50正2凱基55購03
031516,SP黃豆凱基52購02
031517,台塑凱基54購04
031518,中興電凱基58購01
031519,華城凱基52購04
031521,中砂凱基55購03
031522,大亞凱基52購01
031524,台玻凱基52購03
031525,台達電凱基52購04
031526,鴻海凱基64購03
031527,華碩凱基52購03
031528,燿華凱基52購02
031529,佳能凱基56購01
031530,微星凱基52購03
031531,建準凱基52購02
031532,長榮太凱基52購05
031533,奇鋐凱基52購05
031534,亞光凱基52購04
031535,智原凱基55購01
031536,華晶科凱基52購02
031537,京鼎凱基52購02
031538,神達凱基54購03
031539,jpp凱基52購02
031540,凌華凱基52購01
031541,精成科凱基55購02
031542,洋基凱基52購02
031543,AES凱基54購01
031544,南電凱基56購01
031545,元黃金群益58購01
031546,台泥群益57購01
031547,中砂群益52購02
031548,大亞群益52購01
031549,大亞群益58購01
03154U,台積電永豐4C售10
031550,億泰群益52購01
031551,大成鋼群益52購02
031552,川湖群益58購01
031553,南港群益52購01
031554,光寶科群益52購04
031555,華通群益56購01
031556,鴻海群益53購12
031557,矽統群益52購03
031558,微星群益52購02
031559,毅嘉群益52購01
031560,全新群益52購02
031561,鉅祥群益52購01
031562,一詮群益52購03
031563,華航群益56購01
031564,亞航群益52購01
031565,長榮太群益52購02
031566,長榮太群益53購02
031567,華立群益52購01
031568,德律群益53購01
031569,緯創群益52購02
031570,華擎群益52購03
031571,世芯群益52購10
031572,神達群益54購01
031573,智伸科群益52購02
031574,上品群益52購01
031575,立積群益52購03
031576,祥碩群益52購01
031577,祥碩群益53購01
031578,精成科群益53購01
031579,佳必琪群益52購02
031580,聯茂群益52購02
031581,穎崴群益54購02
031582,緯穎群益52購08
031583,富世達群益52購05
031584,富世達群益56購01
031585,泓德群益54購01
031586,昇陽半群益56購01
031587,南電群益52購04
031588,光寶科中信52購02
031589,聯電中信52購01
031590,鴻海中信58購01
031591,漢唐中信52購01
031592,奇鋐中信52購01
031593,臺股指中信56購01
031594,香港2X永豐53購02
031595,道瓊銅永豐55購01
031596,川湖永豐52購03
031597,鴻海永豐52購07
031598,鴻海永豐52購08
031599,台積電永豐52購05
031600,台積電永豐52購06
031601,技嘉永豐53購02
031602,技嘉永豐55購01
031603,台光電永豐54購03
031604,漢唐永豐53購05
031605,京元電永豐53購04
031606,京元電永豐54購01
031607,奇鋐永豐53購03
031608,欣興永豐52購05
031609,富華新永豐52購01
031610,新日興永豐55購01
031611,辛耘永豐54購02
031612,健策永豐54購01
031613,貿聯永豐52購10
031614,貿聯永豐54購01
031615,上品永豐54購02
031616,帆宣永豐53購01
031617,視陽永豐52購01
031618,采鈺永豐54購02
031619,富世達永豐54購01
03161U,台積電凱基4C售32
031620,華新兆豐53購01
031621,大成鋼兆豐54購02
031622,台積電兆豐55購01
031623,智邦兆豐54購02
031624,奇鋐兆豐54購01
031625,亞翔兆豐54購01
031626,川湖富邦52購02
031627,華碩富邦52購01
031628,漢翔富邦52購01
031629,神達第一52購01
031630,台灣50凱基52購03
031631,T50反1凱基53購02
031632,T50反1凱基57購01
031633,T50反1凱基5B購01
031634,S&P正2凱基54購01
031635,美指2X凱基56購02
031636,道瓊銅凱基52購01
031637,大亞凱基52購02
031638,大成鋼凱基58購01
031639,川湖凱基52購05
031640,光寶科凱基57購01
031641,鴻海凱基52購07
031642,鴻海凱基54購13
031643,鴻海凱基64購04
031644,台積電凱基54購13
031645,台積電凱基58購10
031646,智邦凱基52購07
031647,佳能凱基56購02
031648,漢唐凱基52購04
031649,京元電凱基52購03
03164U,帆宣凱基4C售02
031650,聯發科凱基54購05
031651,一詮凱基52購01
031652,大立光凱基52購03
031654,華立凱基52購01
031657,健策凱基52購02
031659,世芯凱基52購11
03165U,臺股指凱基51售12
031660,上品凱基52購03
031661,祥碩凱基54購01
031665,高力統一54購01
031666,高力統一54購02
031667,高力統一54購03
031668,亞翔凱基54購03
031669,帆宣凱基52購01
03166U,國泰金國票4C售04
031670,聯茂凱基52購02
031671,訊芯凱基52購01
031672,穎崴凱基52購04
031673,AES凱基54購02
031674,T50正2元富55購02
031675,元黃金元富58購01
031676,台塑元富52購03
031677,鴻海元富52購10
031678,台積電元富68購01
031679,漢唐元富52購01
03167U,奇鋐國票4C售06
031680,志聖元富53購01
031681,新日興元富52購03
031682,新日興元富53購01
031683,京鼎元富52購01
031684,辛耘元富52購01
031685,世芯元富54購07
031686,海華元富53購01
031687,神達元富53購02
031688,材料元富52購03
031689,亞翔元富55購01
03168U,聯鈞國票4C售05
031690,佳必琪元富52購02
031691,樺漢元富52購01
031692,訊芯元富52購01
031693,緯穎元富55購04
031694,洋基元富53購01
031695,AES元富55購01
031696,采鈺元富52購01
031697,台積電國泰53購04
031698,漢唐國泰53購02
031699,漢唐國泰53購03
03169U,臺股指國票52售01
031700,華立國泰53購01
031701,富華新國泰53購01
031702,日電貿國泰53購01
031703,鈺邦國泰53購01
031704,華城群益52購02
031705,中砂群益52購03
031706,川湖群益52購04
031707,鴻海群益53購13
031708,台積電群益54購18
031709,智邦群益54購01
031710,華碩群益52購03
031711,微星群益52購03
031712,漢唐群益52購06
031713,漢唐群益53購02
031714,宏達電群益52購03
031715,奇鋐群益54購11
031716,智原群益52購02
031717,京鼎群益52購01
031718,健策群益52購06
031719,貿聯群益53購01
031720,神達群益54購02
031721,上品群益52購02
031722,立積群益55購01
031723,亞翔群益53購02
031724,精成科群益52購03
031725,帆宣群益52購01
031726,鈺邦群益52購02
031727,洋基群益52購02
031728,AES群益52購04
031729,SP黃豆國票55購01
031730,道瓊銀國票5B購01
031731,亞航國票52購01
031732,TPK國票53購01
031734,立積國票52購02
031736,帆宣國票53購02
031737,香港2X元大53購02
031738,A50正2元大54購01
031739,美指反元大52購01
03173U,美指2X國票52售01
031740,台塑元大52購16
031741,台化元大52購08
031742,台化元大52購09
031743,大亞元大52購01
031744,大亞元大52購02
031745,台玻元大52購11
031746,台玻元大52購12
031747,大成鋼元大52購02
031748,台達電元大52購03
031749,華通元大52購08
03174P,台積電凱基51售03
03174U,川湖國票4C售03
031750,英業達元大52購02
031751,華碩元大52購04
031752,所羅門元大52購02
031753,致茂元大52購05
031754,微星元大52購01
031755,建準元大52購08
031756,建準元大52購09
031757,聯發科元大52購14
031758,聯發科元大52購15
031759,全新元大52購03
03175P,台積電凱基51售04
03175U,長榮國票4C售06
031760,鉅祥元大52購03
031761,亞航元大52購04
031762,玉山金元大52購01
031763,大立光元大52購07
031764,大立光元大52購08
031765,聯詠元大52購01
031766,智原元大52購03
031767,富華新元大52購01
031768,創意元大52購02
031769,創意元大52購03
03176U,精銳國票4C售04
031770,健策元大52購01
031771,智伸科元大52購02
031772,智伸科元大52購03
031773,中磊元大52購01
031774,亞翔元大52購04
031775,帆宣元大52購01
031776,訊芯元大52購03
031777,訊芯元大52購04
031778,SGBR2X中信57購01
031779,南亞中信52購03
031780,南亞中信56購01
031781,智邦中信52購02
031782,金像電中信57購01
031783,定穎控中信53購01
031784,精成科中信52購02
031785,台灣50永豐52購08
031786,南亞永豐54購01
031787,大成鋼永豐52購01
031788,華通永豐54購01
031789,金像電永豐53購04
03178U,昇陽半國票4C售01
031790,建準永豐53購02
031791,京元電永豐53購05
031792,漢翔永豐52購02
031793,晟銘電永豐52購02
031794,奇鋐永豐52購04
031795,奇鋐永豐52購05
031796,健鼎永豐53購01
031797,健鼎永豐54購01
031798,貿聯永豐53購02
031799,定穎控永豐52購01
03179U,台積電國泰4C售02
031800,jpp永豐53購01
031801,jpp永豐53購02
031802,jpp永豐53購03
031803,緯穎永豐53購01
031804,南亞兆豐58購01
031805,鴻海兆豐58購01
031806,鴻海兆豐58購02
031807,智邦兆豐54購03
031808,金像電兆豐58購01
031809,漢唐兆豐58購01
03180U,台積電凱基4C售34
031810,健鼎兆豐54購02
031811,京鼎兆豐54購01
031812,神達兆豐54購01
031813,緯穎兆豐58購01
031814,AES兆豐54購03
031815,T50反1富邦62購01
031816,南亞富邦54購01
031817,華泰富邦54購01
031818,技嘉富邦52購04
031819,健鼎富邦56購01
03181U,聯發科凱基4C售10
031820,京鼎富邦52購01
031821,貿聯富邦54購02
031822,定穎控富邦55購01
031823,臻鼎富邦54購01
031824,帆宣富邦52購01
031825,緯穎富邦53購02
031826,世紀鋼富邦53購02
031827,香港2X凱基54購02
031828,元日2X凱基56購01
031829,南亞凱基53購01
031830,南亞凱基53購02
031831,南亞凱基53購03
031832,中砂凱基54購01
031833,大成鋼凱基53購03
031834,鴻海凱基68購03
031835,英業達凱基53購01
031836,金像電凱基53購01
031837,建準凱基53購01
031838,京元電凱基53購04
031839,宏達電凱基55購02
031840,奇鋐凱基53購06
031841,奇鋐凱基53購07
031842,奇鋐凱基55購04
031843,奇鋐凱基56購02
031844,德律凱基57購01
031845,健鼎凱基53購01
031846,貿聯凱基53購02
031847,定穎控凱基53購01
031848,智伸科凱基53購01
031849,臻鼎凱基53購01
031850,jpp凱基53購01
031851,矽力凱基53購01
031852,訊芯凱基53購02
031853,富世達凱基58購01
031854,羅昇凱基53購01
031855,T50正2國票54購01
031856,T50反1國票53購03
031857,A50正2國票55購02
031858,臺指反國票58購01
031859,SGBR2X國票52購04
031860,中鴻國票54購01
031861,智邦國票53購03
031863,金像電國票53購04
031865,勤誠統一51購01
031866,毅嘉國票53購01
031867,高力統一55購01
031868,漢唐國票53購03
031869,建準國票56購01
031870,盟立國票53購01
031871,鉅祥國票53購01
031872,中航國票53購01
031873,晶豪科國票52購01
031874,奇鋐國票59購01
031875,健鼎國票53購01
031876,群創國票52購01
031877,宏致國票52購01
031878,大銀國票58購01
031879,上品國票53購02
031880,立積國票54購01
031881,和椿國票52購04
031882,和椿國票53購02
031883,洋基國票53購02
031884,南亞國泰53購02
031885,川湖國泰53購04
031886,廣宇國泰53購01
031887,華邦電國泰53購01
031888,建準國泰53購02
031889,京元電國泰53購02
031890,晟銘電國泰53購01
031891,奇鋐國泰53購02
031892,奇鋐國泰53購03
031893,亞光國泰53購03
031894,SGBR2X元富52購02
031895,大成元富52購01
031896,鴻海元富52購12
031897,鴻海元富52購13
031898,鴻海元富52購14
031899,華邦電元富52購01
031900,華邦電元富52購02
031901,華邦電元富55購01
031902,金像電元富52購03
031903,金像電元富53購01
031904,佳能元富55購03
031905,漢唐元富52購03
031906,漢唐元富52購04
031907,建準元富55購01
031908,健鼎元富52購02
031909,世芯元富53購04
031910,貿聯元富52購01
031911,定穎控元富52購02
031912,定穎控元富52購03
031913,定穎控元富55購01
031914,定穎控元富55購02
031915,定穎控元富55購03
031916,材料元富52購04
031917,帆宣元富52購01
031918,和椿元富52購01
031919,和椿元富53購01
031920,緯穎元富52購05
031921,南亞群益52購01
031922,台玻群益52購02
031923,大成鋼群益52購03
031924,允強群益52購01
031925,光寶科群益52購05
031926,鴻海群益52購07
031927,鴻海群益52購08
031928,華泰群益52購01
031929,台積電群益54購19
031930,智邦群益53購05
031931,金像電群益53購03
031932,建準群益53購02
031933,京元電群益52購02
031934,京元電群益52購03
031935,聯發科群益52購10
031936,漢翔群益52購05
031937,慧洋群益52購01
031938,大立光群益52購06
031939,奇鋐群益54購12
03193U,川湖永豐4C售03
031940,奇鋐群益58購01
031941,健策群益52購07
031942,定穎控群益54購02
031943,和椿群益53購01
031944,和椿群益55購01
031945,富世達群益54購03
031946,奇鋐台新52購01
031947,台灣50元大53購05
031948,台灣50元大54購04
031949,T50正2元大53購03
031950,元日2X元大58購01
031951,南亞元大54購01
031952,華城元大54購10
031953,台達電元大54購03
031954,華通元大53購01
031955,鴻海元大54購12
031956,台積電元大54購21
031957,英業達元大53購01
031958,金像電元大53購01
031959,佳能元大54購02
03195U,國泰金永豐4C售02
031960,台光電元大54購11
031961,漢唐元大54購01
031962,建準元大53購01
031963,建準元大54購01
031964,京元電元大54購03
031965,聯發科元大54購06
031966,宏達電元大54購01
031967,大立光元大54購03
031968,奇鋐元大53購04
031969,奇鋐元大53購05
03196U,長榮統一4C售05
031970,奇鋐元大54購13
031971,亞光元大54購05
031972,健鼎元大53購01
031973,景碩元大54購03
031974,緯創元大54購08
031975,京鼎元大53購01
031976,世芯元大54購13
031977,貿聯元大54購07
031978,神達元大54購04
031979,定穎控元大53購01
03197U,陽明統一4C售04
031980,定穎控元大54購02
031981,上品元大53購01
031982,立積元大54購01
031983,達興元大53購01
031984,達興元大53購02
031985,和椿元大53購01
031986,和椿元大54購01
031987,緯穎元大54購09
031988,洋基元大53購01
031989,AES元大54購04
031990,富世達元大54購06
031991,台玻中信53購01
031992,奇鋐中信55購01
031993,台達電永豐53購03
031994,智邦永豐53購04
031995,鴻準永豐52購04
031996,金像電永豐52購09
031997,佳能永豐52購01
031998,建準永豐52購03
031999,奇鋐永豐52購06
03199U,川湖凱基4C售03
032000,奇鋐永豐52購07
032001,德律永豐52購04
032002,緯創永豐53購04
032003,臻鼎永豐53購02
032004,緯穎永豐53購02
032005,緯穎永豐54購01
032006,台虹永豐53購01
032007,貿聯台新52購01
032008,台玻富邦52購02
032009,上銀富邦53購01
032010,奇鋐富邦55購02
032011,牧德富邦54購01
032012,健策富邦53購01
032013,南亞群益53購01
032014,南亞群益53購02
032015,中砂群益52購04
032016,大成鋼群益52購04
032017,劍麟群益53購01
032018,鴻海群益52購09
032019,鴻準群益53購01
032020,金像電群益53購05
032021,毅嘉群益54購01
032022,京元電群益53購03
032023,京元電群益53購04
032024,奇鋐群益56購04
032025,奇鋐群益56購05
032026,奇鋐群益56購06
032027,奇鋐群益58購02
032028,德律群益52購03
032029,健鼎群益52購02
032030,昇貿群益52購01
032031,世芯群益54購08
032032,海華群益53購01
032033,聯茂群益54購02
032034,矽力群益54購02
032035,訊芯群益53購01
032036,緯穎群益52購09
032037,富世達群益53購01
032038,南電群益52購05
032039,世紀鋼群益53購02
032040,臺股指群益52購09
032041,T50反1元富55購03
032042,T50反1元富58購01
032043,宏達電元富58購01
032044,緯創元富52購02
032045,宏致元富53購01
032046,精成科元富52購03
032047,樺漢元富52購02
032048,臺股指元富56購10
032049,上証2X國票55購01
032050,元石油國票52購03
032051,SP黃豆國票58購01
032052,億泰國票53購03
032053,佳能國票53購01
032054,毅嘉國票54購01
032055,飛宏國票53購01
032056,一詮國票52購01
032057,宏致國票53購01
032058,宏致國票54購01
032059,精成科國票54購01
032060,T50正2國泰53購03
032061,辛耘國泰53購02
032062,飛捷國泰53購02
032063,AES國泰53購02
032064,富世達國泰53購02
032065,台灣50凱基54購09
032066,T50正2凱基53購03
032067,臺指反凱基58購01
032068,SGBR2X凱基53購03
032069,道瓊銀凱基54購02
032070,道瓊銅凱基53購01
032071,南亞凱基53購06
032072,台玻凱基53購02
032073,中鴻凱基54購01
032074,台達電凱基53購01
032075,鴻海凱基68購04
032076,鴻準凱基53購03
032077,毅嘉凱基53購01
032078,漢唐凱基53購04
032079,建準凱基54購02
032080,京元電凱基54購01
032081,聯發科凱基54購06
032082,漢翔凱基53購01
032083,慧洋凱基53購01
032084,晶豪科凱基53購01
032085,奇鋐凱基54購04
032086,奇鋐凱基54購05
032087,華晶科凱基53購01
032088,辛耘凱基53購01
032089,大銀凱基58購01
032090,上品凱基53購01
032091,臻鼎凱基53購02
032092,達興凱基53購02
032093,迅得凱基54購01
032094,緯穎凱基54購08
032095,洋基凱基53購01
032096,富世達凱基56購01
032097,南電凱基58購02
032098,T50反1元大55購02
032099,香港2X元大54購01
03209U,士電國票4C售02
032100,台塑元大54購03
032101,南亞元大54購02
032102,華城元大54購11
032103,大成鋼元大54購03
032104,川湖元大53購01
032105,光寶科元大54購03
032106,台達電元大54購04
032107,華通元大53購02
032108,鴻海元大54購13
032109,智邦元大54購06
03210U,中興電國票4C售02
032110,鴻準元大54購03
032111,華碩元大53購01
032112,昆盈元大53購01
032113,台光電元大54購12
032115,毅嘉元大53購01
032116,毅嘉元大53購02
032117,漢唐元大53購06
032118,建準元大54購02
032119,京元電元大54購04
032120,聯發科元大54購07
032121,宏達電元大54購02
032122,大立光元大54購04
032123,欣興元大54購10
032124,景碩元大54購04
032125,昇貿元大53購01
032126,新日興元大54購02
032127,京鼎元大53購02
032128,創意元大53購01
032129,創意元大54購01
03212U,矽統國票4C售01
032130,貿聯元大54購08
032131,海華元大53購01
032133,神達元大54購05
032136,臻鼎元大53購01
032137,達興元大53購03
032138,祥碩元大54購02
032139,亞翔元大54購05
032140,精成科元大54購05
032141,啟痐舅j53購01
032142,保瑞元大53購01
032143,緯穎元大54購10
032144,洋基元大53購02
032145,AES元大54購05
032146,富世達元大54購07
032147,南電元大54購02
032148,臺股指元大53購11
032149,台灣50中信58購01
03214U,聯發科國票4C售01
032150,T50正2中信58購01
032151,元石油中信56購01
032152,台塑中信52購04
032153,台塑中信55購01
032154,京元電中信58購01
032155,漢翔中信52購01
032156,滬深2X永豐52購04
032157,堤維西永豐52購01
032158,鴻海永豐53購03
032159,盟立永豐52購01
032160,皇昌永豐53購01
032161,萬海永豐54購01
032162,世芯永豐55購04
032163,神達永豐52購03
032164,臻鼎永豐54購01
032165,亞翔永豐53購03
032166,佳必琪永豐53購02
032167,緯穎永豐52購05
032168,龍德船永豐53購01
032169,T50反1凱基54購06
03216U,王品國票4C售01
032170,T50反1凱基57購02
032171,元石油凱基53購01
032172,台塑凱基53購03
032173,台化凱基53購02
032174,華城凱基54購03
032175,台玻凱基53購04
032176,大成鋼凱基54購01
032177,華通凱基53購01
032179,智邦凱基53購03
03217U,八方國票4C售01
032180,金像電凱基53購03
032181,毅嘉凱基56購01
032182,全新凱基53購02
032183,宏達電凱基53購01
032184,皇昌凱基53購02
032185,漢翔凱基53購02
032186,永豐金凱基53購01
032187,大立光凱基54購03
032188,景碩凱基56購01
032189,京鼎凱基53購01
03218U,中信金國票4C售04
032190,創意凱基56購02
032191,牧德凱基54購01
032192,世芯凱基53購08
032193,神達凱基54購04
032194,亞翔凱基57購01
032195,精成科凱基53購01
032196,鈺邦凱基53購01
032197,保瑞凱基53購01
032198,穎崴凱基56購02
032199,緯穎凱基53購05
032200,AES凱基53購01
032201,臺股指凱基53購15
032202,香港2X國票58購01
032203,堤維西國票52購01
032204,京元電國票53購02
032205,宏致國票56購01
032206,AES國票53購04
032207,華通國泰53購01
